id_datetime,invest_drug_rowid,term_type,terms
2020-09-21T16:21:40Z,1030,invest_idb_name,SAVOLITINIB (AZD6094)
2020-09-21T16:21:40Z,1030,invest_idb_name Front of 1st Parentheses,SAVOLITINIB
2020-09-21T16:21:40Z,1030,invest_idb_name Inside 1st Parentheses,AZD6094
2020-09-21T16:21:40Z,1032,invest_idb_name,REPOTRECTINIB (TPX-0005)
2020-09-21T16:21:40Z,1032,invest_idb_name Front of 1st Parentheses,REPOTRECTINIB
2020-09-21T16:21:40Z,1032,invest_idb_name Inside 1st Parentheses,TPX-0005
2020-09-21T16:21:40Z,1032,invest_idb_name,TPX-0005
2020-09-21T16:21:40Z,1037,invest_idb_name,MOXR0916
2020-09-21T16:21:40Z,1038,invest_idb_name,GSK3174998
2020-09-21T16:21:40Z,1042,invest_idb_name,GSK2141795
2020-09-21T16:21:40Z,1050,invest_idb_name,CDX-1401
2020-09-21T16:21:40Z,1051,invest_idb_name,AZD1775
2020-09-21T16:21:40Z,1062,invest_idb_name,CDX-1140
2020-09-21T16:21:40Z,1068,invest_idb_name,TUCATINIB
2020-09-21T16:21:40Z,1069,invest_idb_name,DCC-2618
2020-09-21T16:21:40Z,1069,invest_idb_name,RIPRETINIB
2020-09-21T16:21:40Z,107,invest_idb_name,GM2KLH30UG+GD2KLH30UG+QS21-100
2020-09-21T16:21:40Z,107,invest_idb_name,GM2KLH/GD2KLH/QS-21
2020-09-21T16:21:40Z,1072,invest_idb_name,9-AMINOCAMPTOTHECAN 2662.08MCG
2020-09-21T16:21:40Z,1072,invest_idb_name,9-AMINOCAMPTOTHECIN
2020-09-21T16:21:40Z,1078,invest_idb_name,IPI-549
2020-09-21T16:21:40Z,1079,invest_idb_name,MUC-1 KLH
2020-09-21T16:21:40Z,1083,invest_idb_name,HU M195
2020-09-21T16:21:40Z,1083,invest_idb_name,"LINTUZUMAB (HU M195, SGN-33)"
2020-09-21T16:21:40Z,1083,invest_idb_name Front of 1st Parentheses,LINTUZUMAB
2020-09-21T16:21:40Z,1083,invest_idb_name Inside 1st Parentheses,HU M195
2020-09-21T16:21:40Z,1083,invest_idb_name Inside 1st Parentheses,SGN-33
2020-09-21T16:21:40Z,1086,invest_idb_name,AZD8186
2020-09-21T16:21:40Z,1089,invest_idb_name,TERAMEPROCOL
2020-09-21T16:21:40Z,1091,invest_idb_name,DNX-2401
2020-09-21T16:21:40Z,1092,invest_idb_name,CILENGITIDE (EMD 121974)
2020-09-21T16:21:40Z,1092,invest_idb_name Front of 1st Parentheses,CILENGITIDE
2020-09-21T16:21:40Z,1092,invest_idb_name Inside 1st Parentheses,EMD 121974
2020-09-21T16:21:40Z,1092,invest_idb_name,EMD 121974
2020-09-21T16:21:40Z,1103,invest_idb_name,CML-VAX-6(6PEPX100MCGPEP)+QS21
2020-09-21T16:21:40Z,1103,invest_idb_name Front of 1st Parentheses,CML-VAX-6
2020-09-21T16:21:40Z,1103,invest_idb_name Inside 1st Parentheses,6PEPX100MCGPEP
2020-09-21T16:21:40Z,1103,invest_idb_name,CML VAX 6 + QS21
2020-09-21T16:21:40Z,1105,invest_idb_name,LIAROZOLE
2020-09-21T16:21:40Z,1105,invest_idb_name,LIAROZOLE FUMARATE
2020-09-21T16:21:40Z,1108,invest_idb_name,MUC-1(33)-KLH 3MCG QS21 100MCG
2020-09-21T16:21:40Z,1108,invest_idb_name Front of 1st Parentheses,MUC-1
2020-09-21T16:21:40Z,1108,invest_idb_name Behind 1st Parentheses,-KLH 3MCG QS21 100MCG
2020-09-21T16:21:40Z,1108,invest_idb_name,MUC-1 KLH/QS-21
2020-09-21T16:21:40Z,1109,invest_idb_name,MUC-1(106)KLH 100MCG+QS21 100
2020-09-21T16:21:40Z,1109,invest_idb_name Front of 1st Parentheses,MUC-1
2020-09-21T16:21:40Z,1109,invest_idb_name Behind 1st Parentheses,KLH 100MCG+QS21 100
2020-09-21T16:21:40Z,1109,invest_idb_name,MUC-1 KLH/QS-21
2020-09-21T16:21:40Z,1111,invest_idb_name,gdc 0077
2020-09-21T16:21:40Z,1111,invest_idb_name,GDC-0077
2020-09-21T16:21:40Z,1113,invest_idb_name,gdc-0077
2020-09-21T16:21:40Z,1113,invest_idb_name,GDC-0077
2020-09-21T16:21:40Z,1118,invest_idb_name,KS-IL-2
2020-09-21T16:21:40Z,113,invest_idb_name,CPI-0610
2020-09-21T16:21:40Z,113,invest_idb_name,CPI-0610 (protocol 13-259)
2020-09-21T16:21:40Z,113,invest_idb_name Front of 1st Parentheses,CPI-0610
2020-09-21T16:21:40Z,113,invest_idb_name Inside 1st Parentheses,protocol 13-259
2020-09-21T16:21:40Z,1131,invest_idb_name,IMPRIME PGG
2020-09-21T16:21:40Z,1137,invest_idb_name,NECUPARANIB (M402)
2020-09-21T16:21:40Z,1137,invest_idb_name Front of 1st Parentheses,NECUPARANIB
2020-09-21T16:21:40Z,114,invest_idb_name,ONC201
2020-09-21T16:21:40Z,1141,invest_idb_name,CABIRALIZUMAB
2020-09-21T16:21:40Z,1141,invest_idb_name,CABIRALIZUMAB (BMS-986227)
2020-09-21T16:21:40Z,1141,invest_idb_name Front of 1st Parentheses,CABIRALIZUMAB
2020-09-21T16:21:40Z,1141,invest_idb_name Inside 1st Parentheses,BMS-986227
2020-09-21T16:21:40Z,1142,invest_idb_name,SNDX-5613
2020-09-21T16:21:40Z,1145,invest_idb_name,INDIBULIN
2020-09-21T16:21:40Z,1146,invest_idb_name,LURBINECTEDIN
2020-09-21T16:21:40Z,1146,invest_idb_name,LURBINECTEDIN (PM01183)
2020-09-21T16:21:40Z,1146,invest_idb_name Front of 1st Parentheses,LURBINECTEDIN
2020-09-21T16:21:40Z,1153,invest_idb_name,SCH66336
2020-09-21T16:21:40Z,1154,invest_idb_name,MUC2GLOBO/KLH+GPI 100MCG
2020-09-21T16:21:40Z,1154,invest_idb_name,MUC-2 KLH
2020-09-21T16:21:40Z,1155,invest_idb_name,HSPPC-96 (HEAT SHOCK PROTEIN)
2020-09-21T16:21:40Z,1155,invest_idb_name Front of 1st Parentheses,HSPPC-96
2020-09-21T16:21:40Z,1155,invest_idb_name Inside 1st Parentheses,HEAT SHOCK PROTEIN
2020-09-21T16:21:40Z,1155,invest_idb_name,HSPPC-96(HEAT SHOCK PROTEIN)
2020-09-21T16:21:40Z,1156,invest_idb_name,PSMA DNA VACCINE
2020-09-21T16:21:40Z,1162,invest_idb_name,VISTUSERTIB
2020-09-21T16:21:40Z,1162,invest_idb_name,VISTUSERTIB (AZD2014)
2020-09-21T16:21:40Z,1162,invest_idb_name Front of 1st Parentheses,VISTUSERTIB
2020-09-21T16:21:40Z,1162,invest_idb_name Inside 1st Parentheses,AZD2014
2020-09-21T16:21:40Z,1163,invest_idb_name,DTRMWXHS-12
2020-09-21T16:21:40Z,1166,invest_idb_name,CT-2584 HMS
2020-09-21T16:21:40Z,1166,invest_idb_name,CT-2584 HMS 20MG/ML
2020-09-21T16:21:40Z,1167,invest_idb_name,GD2-LACTONE/KLH 3MCG+QS21 100
2020-09-21T16:21:40Z,1167,invest_idb_name,GD2L-KLH/QS-21
2020-09-21T16:21:40Z,117,invest_idb_name,CML VAX 6 + QS21
2020-09-21T16:21:40Z,117,invest_idb_name,CML-VAX 6X100MCG +100UG QS21
2020-09-21T16:21:40Z,1170,invest_idb_name,CPI-0610
2020-09-21T16:21:40Z,1173,invest_idb_name,HSPPC-96 5MCG/VIAL
2020-09-21T16:21:40Z,1173,invest_idb_name,HSPPC-96 (HEAT SHOCK PROTEIN)
2020-09-21T16:21:40Z,1173,invest_idb_name Front of 1st Parentheses,HSPPC-96
2020-09-21T16:21:40Z,1173,invest_idb_name Inside 1st Parentheses,HEAT SHOCK PROTEIN
2020-09-21T16:21:40Z,1176,invest_idb_name,OPT-821
2020-09-21T16:21:40Z,1176,invest_idb_name,OPT-821 100 mcg +/- Polyvalent Vaccine 09-018
2020-09-21T16:21:40Z,1179,invest_idb_name,HU-3S193
2020-09-21T16:21:40Z,1179,invest_idb_name,NF-HU3S193
2020-09-21T16:21:40Z,1181,invest_idb_name,PLX8394
2020-09-21T16:21:40Z,1181,invest_idb_name,PLX8394 (SDD FORMULATION)
2020-09-21T16:21:40Z,1181,invest_idb_name Front of 1st Parentheses,PLX8394
2020-09-21T16:21:40Z,1181,invest_idb_name Inside 1st Parentheses,SDD FORMULATION
2020-09-21T16:21:40Z,1183,invest_idb_name,MLN0128
2020-09-21T16:21:40Z,1183,invest_idb_name,"SAPANISERTIB (MLN0128, TAK228)"
2020-09-21T16:21:40Z,1183,invest_idb_name Front of 1st Parentheses,SAPANISERTIB
2020-09-21T16:21:40Z,1183,invest_idb_name Inside 1st Parentheses,MLN0128
2020-09-21T16:21:40Z,1183,invest_idb_name Inside 1st Parentheses,TAK228
2020-09-21T16:21:40Z,1184,invest_idb_name,GBR 1342
2020-09-21T16:21:40Z,1186,invest_idb_name,GM2-KLH
2020-09-21T16:21:40Z,1186,invest_idb_name,GM2KLHQS-21 DISPNSED 1/27/95
2020-09-21T16:21:40Z,1198,invest_idb_name,TN(C)KLH
2020-09-21T16:21:40Z,1198,invest_idb_name Behind 1st Parentheses,KLH
2020-09-21T16:21:40Z,1198,invest_idb_name,TN(C)-KLH 7MCG+QS21 100MCG
2020-09-21T16:21:40Z,1198,invest_idb_name Behind 1st Parentheses,-KLH 7MCG+QS21 100MCG
2020-09-21T16:21:40Z,120,invest_idb_name,HSPPC-96
2020-09-21T16:21:40Z,120,invest_idb_name,HSPPC-96 (HEAT SHOCK PROTEIN)
2020-09-21T16:21:40Z,120,invest_idb_name Front of 1st Parentheses,HSPPC-96
2020-09-21T16:21:40Z,120,invest_idb_name Inside 1st Parentheses,HEAT SHOCK PROTEIN
2020-09-21T16:21:40Z,1205,invest_idb_name,AZD1775
2020-09-21T16:21:40Z,1205,invest_idb_name,azd1775
2020-09-21T16:21:40Z,1206,invest_idb_name,IL13-PE38QQR
2020-09-21T16:21:40Z,1206,invest_idb_name,IL13-PE38QQR Cytotoxin
2020-09-21T16:21:40Z,1209,invest_idb_name,ZD0473 40MG/100ML VIAL
2020-09-21T16:21:40Z,1218,invest_idb_name,DCC-2618
2020-09-21T16:21:40Z,1218,invest_idb_name,RIPRETINIB
2020-09-21T16:21:40Z,1221,invest_idb_name,STN-KLH
2020-09-21T16:21:40Z,1221,invest_idb_name,STNKLH + QS21
2020-09-21T16:21:40Z,1225,invest_idb_name,lsz102
2020-09-21T16:21:40Z,1225,invest_idb_name,LSZ102
2020-09-21T16:21:40Z,1227,invest_idb_name,T138067-SODIUM
2020-09-21T16:21:40Z,1228,invest_idb_name,BVD-523
2020-09-21T16:21:40Z,1228,invest_idb_name,BVD-523 (600 mg)
2020-09-21T16:21:40Z,1228,invest_idb_name Front of 1st Parentheses,BVD-523
2020-09-21T16:21:40Z,1228,invest_idb_name,ULIXERTINIB (BVD-523)
2020-09-21T16:21:40Z,1228,invest_idb_name Front of 1st Parentheses,ULIXERTINIB
2020-09-21T16:21:40Z,1228,invest_idb_name Inside 1st Parentheses,BVD-523
2020-09-21T16:21:40Z,1229,invest_idb_name,DS-3201B
2020-09-21T16:21:40Z,1233,invest_idb_name,CML VAX(6PEPX100MCGPEP)+QS21
2020-09-21T16:21:40Z,1233,invest_idb_name Front of 1st Parentheses,CML VAX
2020-09-21T16:21:40Z,1233,invest_idb_name Inside 1st Parentheses,6PEPX100MCGPEP
2020-09-21T16:21:40Z,1233,invest_idb_name,CML VAX 6 + QS21
2020-09-21T16:21:40Z,1234,invest_idb_name,"BEC-2,KLH,+BCG"
2020-09-21T16:21:40Z,1234,invest_idb_name,BEC2-KLH/BCG
2020-09-21T16:21:40Z,1236,invest_idb_name,LXH254
2020-09-21T16:21:40Z,125,invest_idb_name,STN-KLH
2020-09-21T16:21:40Z,125,invest_idb_name,STN-KLH 30MCG+QS-21 100MCG
2020-09-21T16:21:40Z,1250,invest_idb_name,FLUROTHYMIDINE (FLT)
2020-09-21T16:21:40Z,1250,invest_idb_name Front of 1st Parentheses,FLUROTHYMIDINE
2020-09-21T16:21:40Z,1250,invest_idb_name Inside 1st Parentheses,FLT
2020-09-21T16:21:40Z,1252,invest_idb_name,REPOTRECTINIB
2020-09-21T16:21:40Z,1252,invest_idb_name,repotrectinib
2020-09-21T16:21:40Z,1252,invest_idb_name,REPOTRECTINIB (TPX-0005)
2020-09-21T16:21:40Z,1252,invest_idb_name Front of 1st Parentheses,REPOTRECTINIB
2020-09-21T16:21:40Z,1252,invest_idb_name Inside 1st Parentheses,TPX-0005
2020-09-21T16:21:40Z,1254,invest_idb_name,TAK-788
2020-09-21T16:21:40Z,1254,invest_idb_name,TAK-788 (AP32788)
2020-09-21T16:21:40Z,1254,invest_idb_name Front of 1st Parentheses,TAK-788
2020-09-21T16:21:40Z,1258,invest_idb_name,TASELISIB
2020-09-21T16:21:40Z,1258,invest_idb_name,TASELISIB (GDC-0032)
2020-09-21T16:21:40Z,1258,invest_idb_name Front of 1st Parentheses,TASELISIB
2020-09-21T16:21:40Z,1258,invest_idb_name Inside 1st Parentheses,GDC-0032
2020-09-21T16:21:40Z,1259,invest_idb_name,HSPPC-96 (HEAT SHOCK PROTEIN)
2020-09-21T16:21:40Z,1259,invest_idb_name Front of 1st Parentheses,HSPPC-96
2020-09-21T16:21:40Z,1259,invest_idb_name Inside 1st Parentheses,HEAT SHOCK PROTEIN
2020-09-21T16:21:40Z,1259,invest_idb_name,HSPPC-96 (HEATSHOCK PROTEIN)
2020-09-21T16:21:40Z,1259,invest_idb_name Inside 1st Parentheses,HEATSHOCK PROTEIN
2020-09-21T16:21:40Z,1260,invest_idb_name,BRIVANIB
2020-09-21T16:21:40Z,1264,invest_idb_name,MDX447
2020-09-21T16:21:40Z,1264,invest_idb_name,MDX447 1MG/ML INJ.
2020-09-21T16:21:40Z,1266,invest_idb_name,TN(C)KLH
2020-09-21T16:21:40Z,1266,invest_idb_name Behind 1st Parentheses,KLH
2020-09-21T16:21:40Z,1266,invest_idb_name,TN-C KLH 3MCG+QS21 100MCG
2020-09-21T16:21:40Z,1269,invest_idb_name,G3139 (OBLIMERSEN SODIUM)
2020-09-21T16:21:40Z,1269,invest_idb_name Inside 1st Parentheses,OBLIMERSEN SODIUM
2020-09-21T16:21:40Z,1271,invest_idb_name,MDX-1411
2020-09-21T16:21:40Z,1272,invest_idb_name,17-DMAG
2020-09-21T16:21:40Z,1272,invest_idb_name,"ALVESPIMYCIN (17-DMAG, KOS-1022)"
2020-09-21T16:21:40Z,1272,invest_idb_name Front of 1st Parentheses,ALVESPIMYCIN
2020-09-21T16:21:40Z,1272,invest_idb_name Inside 1st Parentheses,17-DMAG
2020-09-21T16:21:40Z,1272,invest_idb_name Inside 1st Parentheses,KOS-1022
2020-09-21T16:21:40Z,1273,invest_idb_name,MG-0103 (MGCD0103)
2020-09-21T16:21:40Z,1273,invest_idb_name Inside 1st Parentheses,MGCD0103
2020-09-21T16:21:40Z,1285,invest_idb_name,GD2L-KLH + GD3L-KLH
2020-09-21T16:21:40Z,129,invest_idb_name,9 AMINOCAMPTHOTHECIN
2020-09-21T16:21:40Z,129,invest_idb_name,9-AMINOCAMPTOTHECIN
2020-09-21T16:21:40Z,1294,invest_idb_name,SAR439859
2020-09-21T16:21:40Z,1298,invest_idb_name,ONAPRISTONE
2020-09-21T16:21:40Z,1298,invest_idb_name,Onapristone ER
2020-09-21T16:21:40Z,1303,invest_idb_name,BFCR4350A
2020-09-21T16:21:40Z,1306,invest_idb_name,CD20 DNA VACCINE
2020-09-21T16:21:40Z,1307,invest_idb_name,HU M195
2020-09-21T16:21:40Z,1307,invest_idb_name,HU-M195
2020-09-21T16:21:40Z,1307,invest_idb_name,"LINTUZUMAB (HU M195, SGN-33)"
2020-09-21T16:21:40Z,1307,invest_idb_name Front of 1st Parentheses,LINTUZUMAB
2020-09-21T16:21:40Z,1307,invest_idb_name Inside 1st Parentheses,HU M195
2020-09-21T16:21:40Z,1307,invest_idb_name Inside 1st Parentheses,SGN-33
2020-09-21T16:21:40Z,1308,invest_idb_name,AZD8055
2020-09-21T16:21:40Z,1314,invest_idb_name,LOXO-305
2020-09-21T16:21:40Z,1316,invest_idb_name,RI Yttrium Y-90 Clivatuzumab or placebo
2020-09-21T16:21:40Z,1316,invest_idb_name,YTTRIUM Y-90 CLIVATUZUMAB
2020-09-21T16:21:40Z,1323,invest_idb_name,17-AAG
2020-09-21T16:21:40Z,1323,invest_idb_name,17-AAG 1MG/1ML INJ.
2020-09-21T16:21:40Z,1323,invest_idb_name,"TANESPIMYCIN (17-AAG, KOS-953)"
2020-09-21T16:21:40Z,1323,invest_idb_name Front of 1st Parentheses,TANESPIMYCIN
2020-09-21T16:21:40Z,1323,invest_idb_name Inside 1st Parentheses,17-AAG
2020-09-21T16:21:40Z,1323,invest_idb_name Inside 1st Parentheses,KOS-953
2020-09-21T16:21:40Z,1324,invest_idb_name,HU M195
2020-09-21T16:21:40Z,1324,invest_idb_name,"Hum195 (SGN-33, Lintuzumab) or Placebo"
2020-09-21T16:21:40Z,1324,invest_idb_name Front of 1st Parentheses,Hum195
2020-09-21T16:21:40Z,1324,invest_idb_name Inside 1st Parentheses,SGN-33
2020-09-21T16:21:40Z,1324,invest_idb_name Behind 1st Parentheses,or Placebo
2020-09-21T16:21:40Z,1324,invest_idb_name Inside 1st Parentheses,Lintuzumab
2020-09-21T16:21:40Z,1324,invest_idb_name,"LINTUZUMAB (HU M195, SGN-33)"
2020-09-21T16:21:40Z,1324,invest_idb_name Front of 1st Parentheses,LINTUZUMAB
2020-09-21T16:21:40Z,1324,invest_idb_name Inside 1st Parentheses,HU M195
2020-09-21T16:21:40Z,1324,invest_idb_name Inside 1st Parentheses,SGN-33
2020-09-21T16:21:40Z,1326,invest_idb_name,CLOSTRIDIUM NOVYI-NT
2020-09-21T16:21:40Z,1327,invest_idb_name,UPROLESELAN
2020-09-21T16:21:40Z,1327,invest_idb_name,UPROLESELAN (GMI-1271)
2020-09-21T16:21:40Z,1327,invest_idb_name Front of 1st Parentheses,UPROLESELAN
2020-09-21T16:21:40Z,1327,invest_idb_name Inside 1st Parentheses,GMI-1271
2020-09-21T16:21:40Z,1328,invest_idb_name,HU M195
2020-09-21T16:21:40Z,1328,invest_idb_name,"LINTUZUMAB (HU M195, SGN-33)"
2020-09-21T16:21:40Z,1328,invest_idb_name Front of 1st Parentheses,LINTUZUMAB
2020-09-21T16:21:40Z,1328,invest_idb_name Inside 1st Parentheses,HU M195
2020-09-21T16:21:40Z,1328,invest_idb_name Inside 1st Parentheses,SGN-33
2020-09-21T16:21:40Z,1328,invest_idb_name,M-195-HU MOAB 5MG/ML INJ.
2020-09-21T16:21:40Z,133,invest_idb_name,GSK525762
2020-09-21T16:21:40Z,1331,invest_idb_name,LEQ506
2020-09-21T16:21:40Z,1332,invest_idb_name,TN(C)KLH
2020-09-21T16:21:40Z,1332,invest_idb_name Behind 1st Parentheses,KLH
2020-09-21T16:21:40Z,1332,invest_idb_name,TN-C-KLH 7MCG+QS21 100MCG
2020-09-21T16:21:40Z,1335,invest_idb_name,HDM201
2020-09-21T16:21:40Z,1335,invest_idb_name,HDM201 (NEW VARIANT 2)
2020-09-21T16:21:40Z,1335,invest_idb_name Front of 1st Parentheses,HDM201
2020-09-21T16:21:40Z,1335,invest_idb_name Inside 1st Parentheses,NEW VARIANT 2
2020-09-21T16:21:40Z,1336,invest_idb_name,TETRATHIOMOLYBDATE
2020-09-21T16:21:40Z,1336,invest_idb_name,tetrathiomolybdate 20 mg
2020-09-21T16:21:40Z,1337,invest_idb_name,TTI-622
2020-09-21T16:21:40Z,1339,invest_idb_name,FLUROTYHMIDINE
2020-09-21T16:21:40Z,134,invest_idb_name,SU5416 (SEMAXANIB)
2020-09-21T16:21:40Z,134,invest_idb_name Inside 1st Parentheses,SEMAXANIB
2020-09-21T16:21:40Z,1340,invest_idb_name,A33 MOAB
2020-09-21T16:21:40Z,1341,invest_idb_name,AGS-1C4D4
2020-09-21T16:21:40Z,1342,invest_idb_name,GSK2256098
2020-09-21T16:21:40Z,1342,invest_idb_name,GSK2256098 - Protocol 16-104
2020-09-21T16:21:40Z,1347,invest_idb_name,TYROSINASE+MONTANIDE(1:1)
2020-09-21T16:21:40Z,1347,invest_idb_name Front of 1st Parentheses,TYROSINASE+MONTANIDE
2020-09-21T16:21:40Z,1348,invest_idb_name,MUC-1(32A)KLH 50UG+QS21 100UG
2020-09-21T16:21:40Z,1348,invest_idb_name Front of 1st Parentheses,MUC-1
2020-09-21T16:21:40Z,1348,invest_idb_name Behind 1st Parentheses,KLH 50UG+QS21 100UG
2020-09-21T16:21:40Z,1348,invest_idb_name,MUC-1 KLH/QS-21
2020-09-21T16:21:40Z,1351,invest_idb_name,GSK525762
2020-09-21T16:21:40Z,1355,invest_idb_name,TAK-788 (AP32788)
2020-09-21T16:21:40Z,1355,invest_idb_name Front of 1st Parentheses,TAK-788
2020-09-21T16:21:40Z,1360,invest_idb_name,LY2940680 400 mg
2020-09-21T16:21:40Z,1360,invest_idb_name,TALAGEDIB (LY2940680)
2020-09-21T16:21:40Z,1360,invest_idb_name Front of 1st Parentheses,TALAGEDIB
2020-09-21T16:21:40Z,1362,invest_idb_name,"BEC-2,KLH=2.5MG + BCG 1 X 10-7"
2020-09-21T16:21:40Z,1362,invest_idb_name,BEC2-KLH/BCG
2020-09-21T16:21:40Z,1363,invest_idb_name,BEC2
2020-09-21T16:21:40Z,1363,invest_idb_name,BEC2 Antiidiotypic MoAB Vaccine
2020-09-21T16:21:40Z,1364,invest_idb_name,SCH66336
2020-09-21T16:21:40Z,1364,invest_idb_name,SCH-66336
2020-09-21T16:21:40Z,1366,invest_idb_name,ITACITINIB
2020-09-21T16:21:40Z,1366,invest_idb_name,ITACITINIB SR (INCB039110)
2020-09-21T16:21:40Z,1366,invest_idb_name Front of 1st Parentheses,ITACITINIB SR
2020-09-21T16:21:40Z,1366,invest_idb_name Inside 1st Parentheses,INCB039110
2020-09-21T16:21:40Z,1367,invest_idb_name,MUC-1 KLH
2020-09-21T16:21:40Z,1367,invest_idb_name,NF-MUC-1(33)-KLH 3MCG+QS21 100
2020-09-21T16:21:40Z,1367,invest_idb_name Front of 1st Parentheses,NF-MUC-1
2020-09-21T16:21:40Z,1367,invest_idb_name Behind 1st Parentheses,-KLH 3MCG+QS21 100
2020-09-21T16:21:40Z,1368,invest_idb_name,HO-SAIKO-TO 2.5GM PACKET
2020-09-21T16:21:40Z,1368,invest_idb_name,SHO-SAIKO-TO
2020-09-21T16:21:40Z,1369,invest_idb_name,GDC-9545
2020-09-21T16:21:40Z,1369,invest_idb_name,GDC-9545 50 mg
2020-09-21T16:21:40Z,137,invest_idb_name,"3F8 2MG/ML, 10ML VIAL"
2020-09-21T16:21:40Z,137,invest_idb_name,3F8 MOAB
2020-09-21T16:21:40Z,1370,invest_idb_name,TEPOTINIB
2020-09-21T16:21:40Z,1370,invest_idb_name,TEPOTINIB (MSC2156119J)
2020-09-21T16:21:40Z,1370,invest_idb_name Front of 1st Parentheses,TEPOTINIB
2020-09-21T16:21:40Z,1370,invest_idb_name Inside 1st Parentheses,MSC2156119J
2020-09-21T16:21:40Z,1373,invest_idb_name,MUC-1(33) KLH 3MCG+QS21 100MCG
2020-09-21T16:21:40Z,1373,invest_idb_name Front of 1st Parentheses,MUC-1
2020-09-21T16:21:40Z,1373,invest_idb_name Behind 1st Parentheses,KLH 3MCG+QS21 100MCG
2020-09-21T16:21:40Z,1373,invest_idb_name,MUC-1 KLH/QS-21
2020-09-21T16:21:40Z,1376,invest_idb_name,LOXO-292
2020-09-21T16:21:40Z,1376,invest_idb_name,LOXO-292 80 mg tab
2020-09-21T16:21:40Z,1376,invest_idb_name,SELPERCATINIB
2020-09-21T16:21:40Z,1378,invest_idb_name,TASELISIB
2020-09-21T16:21:40Z,1378,invest_idb_name,TASELISIB (GDC-0032)
2020-09-21T16:21:40Z,1378,invest_idb_name Front of 1st Parentheses,TASELISIB
2020-09-21T16:21:40Z,1378,invest_idb_name Inside 1st Parentheses,GDC-0032
2020-09-21T16:21:40Z,1379,invest_idb_name,3F8 MOAB
2020-09-21T16:21:40Z,1380,invest_idb_name,3F8 MOAB
2020-09-21T16:21:40Z,1380,invest_idb_name,"3F8 MoAB Inj INV, 20 mg"
2020-09-21T16:21:40Z,1385,invest_idb_name,AMG232
2020-09-21T16:21:40Z,1385,invest_idb_name,AMG232 15-306
2020-09-21T16:21:40Z,1389,invest_idb_name,GBR 1342
2020-09-21T16:21:40Z,1390,invest_idb_name,HDM201
2020-09-21T16:21:40Z,1390,invest_idb_name,HDM201 (NEW VARIANT 2)
2020-09-21T16:21:40Z,1390,invest_idb_name Front of 1st Parentheses,HDM201
2020-09-21T16:21:40Z,1390,invest_idb_name Inside 1st Parentheses,NEW VARIANT 2
2020-09-21T16:21:40Z,1391,invest_idb_name,PYROTINIB
2020-09-21T16:21:40Z,1391,invest_idb_name,pyrotinib maleate
2020-09-21T16:21:40Z,1391,invest_idb_name,PYROTINIB (SHR1258)
2020-09-21T16:21:40Z,1391,invest_idb_name Front of 1st Parentheses,PYROTINIB
2020-09-21T16:21:40Z,1391,invest_idb_name Inside 1st Parentheses,SHR1258
2020-09-21T16:21:40Z,1395,invest_idb_name,TN(C)KLH
2020-09-21T16:21:40Z,1395,invest_idb_name Behind 1st Parentheses,KLH
2020-09-21T16:21:40Z,1395,invest_idb_name,TN-C-KLH15MCG+100MCGQS21
2020-09-21T16:21:40Z,1396,invest_idb_name,MUC-1 KLH
2020-09-21T16:21:40Z,1396,invest_idb_name,MUC-1 KLH 100MCG &QS-21 100MCG
