scrape_datetime,resource_agency,resource_link,rn_url
2020-09-17T22:27:16Z,PubMed AIDS,https://www.ncbi.nlm.nih.gov/sites/entrez?cmd=search&db=pubmed&cmd_current=Limits&pmfilter_Subsets=AIDS&term=Pazopanib,https://chem.nlm.nih.gov/chemidplus/rn/444731-52-6
2020-09-17T22:27:16Z,PubMed Cancer,https://www.ncbi.nlm.nih.gov/sites/entrez?cmd=search&db=pubmed&cmd_current=Limits&pmfilter_Subsets=Cancer&term=Pazopanib,https://chem.nlm.nih.gov/chemidplus/rn/444731-52-6
2020-09-17T22:27:16Z,PubMed Central,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=search&db=PMC&term=Pazopanib,https://chem.nlm.nih.gov/chemidplus/rn/444731-52-6
2020-09-17T22:27:16Z,PubMed Toxicology,https://www.ncbi.nlm.nih.gov/sites/entrez?cmd=search&db=pubmed&cmd_current=Limits&pmfilter_Subsets=Toxicology&term=Pazopanib,https://chem.nlm.nih.gov/chemidplus/rn/444731-52-6
2020-09-17T22:27:16Z,TOXLINE,https://www.ncbi.nlm.nih.gov/pubmed?cmd_current=Limits&pmfilter_Subsets=Toxicology&term=%22444731-52-6%22+OR+%22%22+OR+PAZOPANIB,https://chem.nlm.nih.gov/chemidplus/rn/444731-52-6
2020-09-17T22:27:16Z,TOXLINE Mob,https://www.ncbi.nlm.nih.gov/pubmed?cmd_current=Limits&pmfilter_Subsets=Toxicology&term=%22444731-52-6%22+OR+%22%22+OR+PAZOPANIB,https://chem.nlm.nih.gov/chemidplus/rn/444731-52-6
2020-09-17T22:27:16Z,ChEBI,http://www.ebi.ac.uk/chebi/searchFreeText.do?searchString=444731-52-6,https://chem.nlm.nih.gov/chemidplus/rn/444731-52-6
2020-09-17T22:27:16Z,CTD,http://ctdbase.org/detail.go?type=chem&acc=C516667,https://chem.nlm.nih.gov/chemidplus/rn/444731-52-6
2020-09-17T22:27:16Z,DrugBank,http://www.drugbank.ca/drugs/DB06589,https://chem.nlm.nih.gov/chemidplus/rn/444731-52-6
2020-09-17T22:27:16Z,DrugDigest,https://host1.medcohealth.com/medco/consumer/ehealth/druginfo/dldruglist.jsp?dlsearch.jsp&accessLink=CategorySearchClass&drugname=Pazopanib,https://chem.nlm.nih.gov/chemidplus/rn/444731-52-6
2020-09-17T22:27:16Z,Drugs@FDA,https://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&SearchType=BasicSearch&SearchTerm=Pazopanib,https://chem.nlm.nih.gov/chemidplus/rn/444731-52-6
2020-09-17T22:27:16Z,eChemPortal,https://www.echemportal.org/echemportal/substancesearch/substancesearch_execute.action?numberType=CAS&number=444731-52-6&allParticipants=true,https://chem.nlm.nih.gov/chemidplus/rn/444731-52-6
2020-09-17T22:27:16Z,EMA,http://www.ema.europa.eu/ema/index.jsp?curl=pages/includes/medicines/medicines_landing_page.jsp&quickSearch=pazopanib,https://chem.nlm.nih.gov/chemidplus/rn/444731-52-6
2020-09-17T22:27:16Z,EPA ACToR,https://actor.epa.gov/actor/chemical.xhtml?casrn=444731-52-6,https://chem.nlm.nih.gov/chemidplus/rn/444731-52-6
2020-09-17T22:27:16Z,EPA CompTox,https://comptox.epa.gov/dashboard/dsstoxdb/results?utf8=%E2%9C%93&search=444731-52-6,https://chem.nlm.nih.gov/chemidplus/rn/444731-52-6
2020-09-17T22:27:16Z,FDA SRS,https://fdasis.nlm.nih.gov/srs/unii/7RN5DR86CK,https://chem.nlm.nih.gov/chemidplus/rn/444731-52-6
2020-09-17T22:27:16Z,USA.gov,https://search.usa.gov/search?utf8=?&m=false&affiliate=usagov&query=Pazopanib,https://chem.nlm.nih.gov/chemidplus/rn/444731-52-6
2020-09-17T22:27:16Z,USA.gov Mob,https://search.usa.gov/search?utf8=?&m=true&affiliate=usagov&query=Pazopanib,https://chem.nlm.nih.gov/chemidplus/rn/444731-52-6
2020-09-17T22:27:16Z,Wikipedia,http://en.wikipedia.org/wiki/Pazopanib,https://chem.nlm.nih.gov/chemidplus/rn/444731-52-6
2020-09-17T22:27:16Z,NA,http://www.google.com/search?q=%22CUIHSIWYWATEQL-UHFFFAOYSA-N%22,https://chem.nlm.nih.gov/chemidplus/rn/444731-52-6
2020-09-17T22:29:35Z,DrugPortal,https://druginfo.nlm.nih.gov/drugportal/rn/58911-04-9,https://chem.nlm.nih.gov/chemidplus/rn/58911-04-9
2020-09-17T22:29:35Z,MeSH,https://meshb.nlm.nih.gov/#/fieldSearch?searchInField=allTerms&sort=&size=20&searchType=exactMatch&searchMethod=FullWord&q=Decarbamylsaxitoxin,https://chem.nlm.nih.gov/chemidplus/rn/58911-04-9
2020-09-17T22:29:35Z,PubChem,https://pubchem.ncbi.nlm.nih.gov/#query=58911-04-9,https://chem.nlm.nih.gov/chemidplus/rn/58911-04-9
2020-09-17T22:29:35Z,PubMed,https://www.ncbi.nlm.nih.gov/sites/entrez?cmd=search&db=pubmed&cmd_current=Limits&term=Decarbamylsaxitoxin+OR+58911-04-9+[rn],https://chem.nlm.nih.gov/chemidplus/rn/58911-04-9
2020-09-17T22:29:35Z,PubMed Mob,https://www.ncbi.nlm.nih.gov/m/pubmed/?term=Decarbamylsaxitoxin+OR+58911-04-9+[rn],https://chem.nlm.nih.gov/chemidplus/rn/58911-04-9
2020-09-17T22:40:24Z,CCRIS,https://pubchem.ncbi.nlm.nih.gov/substance/?source=CCRIS&sourceid=51-21-8,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8
2020-09-17T22:29:35Z,PubMed Cancer,https://www.ncbi.nlm.nih.gov/sites/entrez?cmd=search&db=pubmed&cmd_current=Limits&pmfilter_Subsets=Cancer&term=Decarbamylsaxitoxin+OR+58911-04-9+[rn],https://chem.nlm.nih.gov/chemidplus/rn/58911-04-9
2020-09-17T22:29:35Z,PubMed Central,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=search&db=PMC&term=Decarbamylsaxitoxin+OR+58911-04-9+[rn],https://chem.nlm.nih.gov/chemidplus/rn/58911-04-9
2020-09-17T22:29:35Z,PubMed Toxicology,https://www.ncbi.nlm.nih.gov/sites/entrez?cmd=search&db=pubmed&cmd_current=Limits&pmfilter_Subsets=Toxicology&term=Decarbamylsaxitoxin+OR+58911-04-9+[rn],https://chem.nlm.nih.gov/chemidplus/rn/58911-04-9
2020-09-17T22:29:35Z,TOXLINE,https://www.ncbi.nlm.nih.gov/pubmed?cmd_current=Limits&pmfilter_Subsets=Toxicology&term=%2258911-04-9%22+OR+%22%22+,https://chem.nlm.nih.gov/chemidplus/rn/58911-04-9
2020-09-17T22:29:35Z,TOXLINE Mob,https://www.ncbi.nlm.nih.gov/pubmed?cmd_current=Limits&pmfilter_Subsets=Toxicology&term=%2258911-04-9%22+OR+%22%22+,https://chem.nlm.nih.gov/chemidplus/rn/58911-04-9
2020-09-17T22:29:35Z,CTD,http://ctdbase.org/detail.go?type=chem&acc=C034903,https://chem.nlm.nih.gov/chemidplus/rn/58911-04-9
2020-09-17T22:29:35Z,eChemPortal,https://www.echemportal.org/echemportal/substancesearch/substancesearch_execute.action?numberType=CAS&number=58911-04-9&allParticipants=true,https://chem.nlm.nih.gov/chemidplus/rn/58911-04-9
2020-09-17T22:29:35Z,EPA ACToR,https://actor.epa.gov/actor/chemical.xhtml?casrn=58911-04-9,https://chem.nlm.nih.gov/chemidplus/rn/58911-04-9
2020-09-17T22:29:35Z,EPA CompTox,https://comptox.epa.gov/dashboard/dsstoxdb/results?utf8=%E2%9C%93&search=58911-04-9,https://chem.nlm.nih.gov/chemidplus/rn/58911-04-9
2020-09-17T22:29:35Z,FDA SRS,https://fdasis.nlm.nih.gov/srs/unii/EC89AU638S,https://chem.nlm.nih.gov/chemidplus/rn/58911-04-9
2020-09-17T22:29:35Z,NA,http://www.google.com/search?q=%22VRRIYZJUSNMZMP-PJPYAQQDSA-N%22,https://chem.nlm.nih.gov/chemidplus/rn/58911-04-9
2020-09-17T22:40:24Z,ClinicalTrials.gov,https://clinicaltrials.gov/search/intervention=Fluorouracil,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8
2020-09-17T22:40:24Z,DailyMed,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=fluorouracil,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8
2020-09-17T22:40:24Z,DailyMed Mob,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=fluorouracil,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8
2020-09-17T22:40:24Z,DART,https://www.ncbi.nlm.nih.gov/pubmed?cmd_current=Limits&pmfilter_Subsets=DART&term=%2251-21-8%22+,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8
2020-09-17T22:40:24Z,DrugPortal,https://druginfo.nlm.nih.gov/drugportal/rn/51-21-8,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8
2020-09-17T22:40:24Z,EMIC,https://toxnet.nlm.nih.gov/cgi-bin/sis/search/r?dbs+toxline:@and+@term+@rn+51-21-8+@term+@org+EMIC,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8
2020-09-17T22:40:24Z,GENETOX,https://pubchem.ncbi.nlm.nih.gov/substance/?source=gene-tox&sourceid=51-21-8,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8
2020-09-17T22:40:24Z,HSDB,https://pubchem.ncbi.nlm.nih.gov/source/hsdb/3228,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8
2020-09-17T22:40:24Z,HSDB Mob,https://pubchem.ncbi.nlm.nih.gov/source/hsdb/3228,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8
2020-09-17T22:40:24Z,LactMed,https://www.ncbi.nlm.nih.gov/books/n/lactmed/LM990,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8
2020-09-17T22:40:24Z,LactMed Mob,https://www.ncbi.nlm.nih.gov/books/n/lactmed/LM990,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8
2020-09-17T22:40:24Z,LiverTox,https://www.ncbi.nlm.nih.gov/books/n/livertox/Fluorouracil,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8
2020-09-17T22:40:24Z,MedlinePlusAll,https://vsearch.nlm.nih.gov/vivisimo/cgi-bin/query-meta?v:project=medlineplus&x=44&y=10&query=Fluorouracil,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8
2020-09-17T22:40:24Z,MedlinePlusAll Mob,https://vsearch.nlm.nih.gov/vivisimo/cgi-bin/query-meta?v:project=medlineplus&x=44&y=10&query=Fluorouracil,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8
2020-09-17T22:40:24Z,MedlinePlusDrug,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a682708.html,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8
2020-09-17T22:40:24Z,MedlinePlusDrug Mob,http://m.medlineplus.gov/druginfo/meds/a682708.html,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8
2020-09-17T22:40:24Z,MeSH,https://meshb.nlm.nih.gov/#/fieldSearch?searchInField=allTerms&sort=&size=20&searchType=exactMatch&searchMethod=FullWord&q=Fluorouracil,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8
2020-09-17T22:40:24Z,MeSH Heading,https://meshb.nlm.nih.gov/#/fieldSearch?searchInField=allTerms&sort=&size=20&searchType=exactMatch&searchMethod=FullWord&q=Fluorouracil,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8
2020-09-17T22:40:24Z,PubChem,https://pubchem.ncbi.nlm.nih.gov/#query=51-21-8,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8
2020-09-17T22:40:24Z,PubMed,https://www.ncbi.nlm.nih.gov/sites/entrez?cmd=search&db=pubmed&cmd_current=Limits&term=Fluorouracil+OR+51-21-8+[rn],https://chem.nlm.nih.gov/chemidplus/rn/51-21-8
2020-09-17T22:40:24Z,PubMed Mob,https://www.ncbi.nlm.nih.gov/m/pubmed/?term=Fluorouracil+OR+51-21-8+[rn],https://chem.nlm.nih.gov/chemidplus/rn/51-21-8
2020-09-17T22:27:31Z,ClinicalTrials.gov,https://clinicaltrials.gov/search/intervention=amifostine,https://chem.nlm.nih.gov/chemidplus/rn/112901-68-5
2020-09-17T22:27:31Z,DailyMed,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=amifostine,https://chem.nlm.nih.gov/chemidplus/rn/112901-68-5
2020-09-17T22:27:31Z,DailyMed Mob,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=amifostine,https://chem.nlm.nih.gov/chemidplus/rn/112901-68-5
2020-09-17T22:27:31Z,DrugPortal,https://druginfo.nlm.nih.gov/drugportal/rn/112901-68-5,https://chem.nlm.nih.gov/chemidplus/rn/112901-68-5
2020-09-17T22:27:31Z,MedlinePlusAll,https://vsearch.nlm.nih.gov/vivisimo/cgi-bin/query-meta?v:project=medlineplus&x=44&y=10&query=Amifostine,https://chem.nlm.nih.gov/chemidplus/rn/112901-68-5
2020-09-17T22:27:31Z,MedlinePlusAll Mob,https://vsearch.nlm.nih.gov/vivisimo/cgi-bin/query-meta?v:project=medlineplus&x=44&y=10&query=Amifostine,https://chem.nlm.nih.gov/chemidplus/rn/112901-68-5
2020-09-17T22:27:31Z,MedlinePlusDrug,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a696014.html,https://chem.nlm.nih.gov/chemidplus/rn/112901-68-5
2020-09-17T22:27:31Z,MedlinePlusDrug Mob,http://m.medlineplus.gov/druginfo/meds/a696014.html,https://chem.nlm.nih.gov/chemidplus/rn/112901-68-5
2020-09-17T22:27:31Z,MeSH,https://meshb.nlm.nih.gov/#/fieldSearch?searchInField=allTerms&sort=&size=20&searchType=exactMatch&searchMethod=FullWord&q=Amifostine,https://chem.nlm.nih.gov/chemidplus/rn/112901-68-5
2020-09-17T22:27:31Z,MeSH Heading,https://meshb.nlm.nih.gov/#/fieldSearch?searchInField=allTerms&sort=&size=20&searchType=exactMatch&searchMethod=FullWord&q=Amifostine,https://chem.nlm.nih.gov/chemidplus/rn/112901-68-5
2020-09-17T22:27:31Z,PubChem,https://pubchem.ncbi.nlm.nih.gov/#query=112901-68-5,https://chem.nlm.nih.gov/chemidplus/rn/112901-68-5
2020-09-17T22:40:24Z,PubMed AIDS,https://www.ncbi.nlm.nih.gov/sites/entrez?cmd=search&db=pubmed&cmd_current=Limits&pmfilter_Subsets=AIDS&term=Fluorouracil+OR+51-21-8+[rn],https://chem.nlm.nih.gov/chemidplus/rn/51-21-8
2020-09-17T22:27:31Z,PubMed,https://www.ncbi.nlm.nih.gov/sites/entrez?cmd=search&db=pubmed&cmd_current=Limits&term=amifostine,https://chem.nlm.nih.gov/chemidplus/rn/112901-68-5
2020-09-17T22:27:31Z,PubMed Mob,https://www.ncbi.nlm.nih.gov/m/pubmed/?term=amifostine,https://chem.nlm.nih.gov/chemidplus/rn/112901-68-5
2020-09-17T22:27:31Z,PubMed AIDS,https://www.ncbi.nlm.nih.gov/sites/entrez?cmd=search&db=pubmed&cmd_current=Limits&pmfilter_Subsets=AIDS&term=Amifostine,https://chem.nlm.nih.gov/chemidplus/rn/112901-68-5
2020-09-17T22:27:31Z,PubMed Cancer,https://www.ncbi.nlm.nih.gov/sites/entrez?cmd=search&db=pubmed&cmd_current=Limits&pmfilter_Subsets=Cancer&term=Amifostine,https://chem.nlm.nih.gov/chemidplus/rn/112901-68-5
2020-09-17T22:27:31Z,PubMed Central,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=search&db=PMC&term=amifostine,https://chem.nlm.nih.gov/chemidplus/rn/112901-68-5
2020-09-17T22:27:31Z,PubMed Toxicology,https://www.ncbi.nlm.nih.gov/sites/entrez?cmd=search&db=pubmed&cmd_current=Limits&pmfilter_Subsets=Toxicology&term=Amifostine,https://chem.nlm.nih.gov/chemidplus/rn/112901-68-5
2020-09-17T22:27:31Z,TOXLINE,https://www.ncbi.nlm.nih.gov/pubmed?cmd_current=Limits&pmfilter_Subsets=Toxicology&term=%22112901-68-5%22+OR+%22%22+OR+Amifostine,https://chem.nlm.nih.gov/chemidplus/rn/112901-68-5
2020-09-17T22:27:31Z,TOXLINE Mob,https://www.ncbi.nlm.nih.gov/pubmed?cmd_current=Limits&pmfilter_Subsets=Toxicology&term=%22112901-68-5%22+OR+%22%22+OR+Amifostine,https://chem.nlm.nih.gov/chemidplus/rn/112901-68-5
2020-09-17T22:27:31Z,DrugBank,http://www.drugbank.ca/drugs/DB01143,https://chem.nlm.nih.gov/chemidplus/rn/112901-68-5
2020-09-17T22:27:31Z,Drugs@FDA,https://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&SearchType=BasicSearch&SearchTerm=AMIFOSTINE,https://chem.nlm.nih.gov/chemidplus/rn/112901-68-5
2020-09-17T22:27:31Z,eChemPortal,https://www.echemportal.org/echemportal/substancesearch/substancesearch_execute.action?numberType=CAS&number=112901-68-5&allParticipants=true,https://chem.nlm.nih.gov/chemidplus/rn/112901-68-5
2020-09-17T22:27:31Z,EPA ACToR,https://actor.epa.gov/actor/chemical.xhtml?casrn=112901-68-5,https://chem.nlm.nih.gov/chemidplus/rn/112901-68-5
2020-09-17T22:27:31Z,EPA CompTox,https://comptox.epa.gov/dashboard/dsstoxdb/results?utf8=%E2%9C%93&search=112901-68-5,https://chem.nlm.nih.gov/chemidplus/rn/112901-68-5
2020-09-17T22:27:31Z,FDA SRS,https://fdasis.nlm.nih.gov/srs/unii/M487QF2F4V,https://chem.nlm.nih.gov/chemidplus/rn/112901-68-5
2020-09-17T22:27:31Z,USA.gov,https://search.usa.gov/search?utf8=?&m=false&affiliate=usagov&query=Amifostine,https://chem.nlm.nih.gov/chemidplus/rn/112901-68-5
2020-09-17T22:27:31Z,USA.gov Mob,https://search.usa.gov/search?utf8=?&m=true&affiliate=usagov&query=Amifostine,https://chem.nlm.nih.gov/chemidplus/rn/112901-68-5
2020-09-17T22:27:31Z,NA,http://www.google.com/search?q=%22TXQPXJKRNHJWAX-UHFFFAOYSA-N%22,https://chem.nlm.nih.gov/chemidplus/rn/112901-68-5
2020-09-17T22:27:38Z,ClinicalTrials.gov,https://clinicaltrials.gov/search/intervention=Methotrexate+sodium,https://chem.nlm.nih.gov/chemidplus/rn/15475-56-6
2020-09-17T22:27:38Z,DailyMed,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Methotrexate+sodium,https://chem.nlm.nih.gov/chemidplus/rn/15475-56-6
2020-09-17T22:27:38Z,DailyMed Mob,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Methotrexate+sodium,https://chem.nlm.nih.gov/chemidplus/rn/15475-56-6
2020-09-17T22:27:38Z,DART,https://www.ncbi.nlm.nih.gov/pubmed?cmd_current=Limits&pmfilter_Subsets=DART&term=%2215475-56-6%22+,https://chem.nlm.nih.gov/chemidplus/rn/15475-56-6
2020-09-17T22:27:38Z,DrugPortal,https://druginfo.nlm.nih.gov/drugportal/rn/15475-56-6,https://chem.nlm.nih.gov/chemidplus/rn/15475-56-6
2020-09-17T22:27:38Z,EMIC,https://toxnet.nlm.nih.gov/cgi-bin/sis/search/r?dbs+toxline:@and+@term+@rn+15475-56-6+@term+@org+EMIC,https://chem.nlm.nih.gov/chemidplus/rn/15475-56-6
2020-09-17T22:27:38Z,MedlinePlusAll,https://vsearch.nlm.nih.gov/vivisimo/cgi-bin/query-meta?v:project=medlineplus&x=44&y=10&query=Methotrexate,https://chem.nlm.nih.gov/chemidplus/rn/15475-56-6
2020-09-17T22:27:38Z,MedlinePlusAll Mob,https://vsearch.nlm.nih.gov/vivisimo/cgi-bin/query-meta?v:project=medlineplus&x=44&y=10&query=Methotrexate,https://chem.nlm.nih.gov/chemidplus/rn/15475-56-6
2020-09-17T22:27:38Z,MedlinePlusDrug,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a682018.html,https://chem.nlm.nih.gov/chemidplus/rn/15475-56-6
2020-09-17T22:27:38Z,MedlinePlusDrug Mob,http://m.medlineplus.gov/druginfo/meds/a682018.html,https://chem.nlm.nih.gov/chemidplus/rn/15475-56-6
2020-09-17T22:27:38Z,MeSH,"https://meshb.nlm.nih.gov/#/fieldSearch?searchInField=allTerms&sort=&size=20&searchType=exactMatch&searchMethod=FullWord&q=methotrexate,+sodium+salt",https://chem.nlm.nih.gov/chemidplus/rn/15475-56-6
2020-09-17T22:27:38Z,Pillbox,https://pillbox.nlm.nih.gov/pillimage/search_results.php?submit=Search&splid=&getingredient=Methotrexate#results,https://chem.nlm.nih.gov/chemidplus/rn/15475-56-6
2020-09-17T22:27:38Z,PubChem,https://pubchem.ncbi.nlm.nih.gov/#query=15475-56-6,https://chem.nlm.nih.gov/chemidplus/rn/15475-56-6
2020-09-17T22:27:38Z,PubMed,https://www.ncbi.nlm.nih.gov/sites/entrez?cmd=search&db=pubmed&cmd_current=Limits&term=Methotrexate,https://chem.nlm.nih.gov/chemidplus/rn/15475-56-6
2020-09-17T22:27:38Z,PubMed Mob,https://www.ncbi.nlm.nih.gov/m/pubmed/?term=Methotrexate,https://chem.nlm.nih.gov/chemidplus/rn/15475-56-6
2020-09-17T22:27:38Z,PubMed AIDS,https://www.ncbi.nlm.nih.gov/sites/entrez?cmd=search&db=pubmed&cmd_current=Limits&pmfilter_Subsets=AIDS&term=Methotrexate,https://chem.nlm.nih.gov/chemidplus/rn/15475-56-6
2020-09-17T22:27:38Z,PubMed Cancer,https://www.ncbi.nlm.nih.gov/sites/entrez?cmd=search&db=pubmed&cmd_current=Limits&pmfilter_Subsets=Cancer&term=Methotrexate,https://chem.nlm.nih.gov/chemidplus/rn/15475-56-6
2020-09-17T22:27:38Z,PubMed Central,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=search&db=PMC&term=Methotrexate,https://chem.nlm.nih.gov/chemidplus/rn/15475-56-6
2020-09-17T22:27:38Z,PubMed Toxicology,https://www.ncbi.nlm.nih.gov/sites/entrez?cmd=search&db=pubmed&cmd_current=Limits&pmfilter_Subsets=Toxicology&term=Methotrexate,https://chem.nlm.nih.gov/chemidplus/rn/15475-56-6
2020-09-17T22:27:38Z,RTECS,https://www.cdc.gov/niosh/rtecs/default.html,https://chem.nlm.nih.gov/chemidplus/rn/15475-56-6
2020-09-17T22:27:38Z,TOXLINE,https://www.ncbi.nlm.nih.gov/pubmed?cmd_current=Limits&pmfilter_Subsets=Toxicology&term=%2215475-56-6%22+OR+%22%22+OR+Methotrexate,https://chem.nlm.nih.gov/chemidplus/rn/15475-56-6
2020-09-17T22:27:38Z,TOXLINE Mob,https://www.ncbi.nlm.nih.gov/pubmed?cmd_current=Limits&pmfilter_Subsets=Toxicology&term=%2215475-56-6%22+OR+%22%22+OR+Methotrexate,https://chem.nlm.nih.gov/chemidplus/rn/15475-56-6
2020-09-17T22:27:38Z,CA65,http://oehha.ca.gov/proposition-65/proposition-65-list,https://chem.nlm.nih.gov/chemidplus/rn/15475-56-6
2020-09-17T22:27:38Z,Drugs@FDA,https://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&SearchType=BasicSearch&SearchTerm=Methotrexate,https://chem.nlm.nih.gov/chemidplus/rn/15475-56-6
2020-09-17T22:32:22Z,DrugPortal,https://druginfo.nlm.nih.gov/drugportal/rn/63749-94-0,https://chem.nlm.nih.gov/chemidplus/rn/63749-94-0
2020-09-17T22:27:38Z,eChemPortal,https://www.echemportal.org/echemportal/substancesearch/substancesearch_execute.action?numberType=CAS&number=15475-56-6&allParticipants=true,https://chem.nlm.nih.gov/chemidplus/rn/15475-56-6
2020-09-17T22:27:38Z,EINECS,https://echa.europa.eu/substance-information/-/substanceinfo/100.035.889,https://chem.nlm.nih.gov/chemidplus/rn/15475-56-6
2020-09-17T22:27:38Z,EPA ACToR,https://actor.epa.gov/actor/chemical.xhtml?casrn=15475-56-6,https://chem.nlm.nih.gov/chemidplus/rn/15475-56-6
2020-09-17T22:27:38Z,EPA CompTox,https://comptox.epa.gov/dashboard/dsstoxdb/results?utf8=%E2%9C%93&search=15475-56-6,https://chem.nlm.nih.gov/chemidplus/rn/15475-56-6
2020-09-17T22:27:38Z,EPA Envirofacts,http://www.epa.gov/enviro/html/emci/chemref/15475566.html,https://chem.nlm.nih.gov/chemidplus/rn/15475-56-6
